id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
36544596,恶缘,,https://dou.img.lithub.cc/movie/36544596.jpg,2025-04-04(韩国),https://movie.douban.com/subject/36544596/,8.3,"剧情,惊悚,犯罪",5,,,2025-04-15 12:44:54,2025 / 韩国 / 剧情 惊悚 犯罪 / 李日炯 / 朴海秀 申敏儿
36712987,破·地狱,,https://dou.img.lithub.cc/movie/36712987.jpg,2024-12-14(中国大陆),https://movie.douban.com/subject/36712987/,8.4,"剧情,家庭",4,还行。主要是演员演得好，主题其实也都是老生常谈那些,,2025-04-06 20:37:34,2024 / 中国香港 / 剧情 家庭 / 陈茂贤 / 黄子华 许冠文
36416346,流氓读书会,,https://dou.img.lithub.cc/movie/36416346.jpg,2025-01-23(韩国),https://movie.douban.com/subject/36416346/,8.4,"剧情,喜剧,动作",3,三点五吧，后半段有点热血疲劳了～,,2025-03-08 19:55:24,2025 / 韩国 / 剧情 喜剧 动作 / 李章焄 刘范尚 / 黄旼炫 韩智恩
35206186,诡扯,,https://dou.img.lithub.cc/movie/35206186.jpg,2021-11-12(中国台湾),https://movie.douban.com/subject/35206186/,6.8,"喜剧,恐怖",4,感觉评分值得再高一点！,"悬疑,港台,剧情,喜剧",2025-03-02 12:12:53,2021 / 中国台湾 / 喜剧 恐怖 / 许富翔 / 陈柏霖 陈以文
35861791,初步举证,,https://dou.img.lithub.cc/movie/35861791.jpg,2025-02-28(中国大陆),https://movie.douban.com/subject/35861791/,9.6,剧情,4,很有力量和发人深省,,2025-02-16 16:53:11,2022 / 英国 / 剧情 / 贾斯汀·马丁 / 朱迪·科默
35679802,胶囊计划,,https://dou.img.lithub.cc/movie/35679802.jpg,2022-09-16(中国大陆),https://movie.douban.com/subject/35679802/,8.3,"爱情,动画,悬疑",4,挺好看的，有些剧情不强，不过几分钟的内容能有这样的表现力很不错,,2025-02-16 15:11:43,2022 / 中国大陆 / 爱情 动画 悬疑 短片 奇幻 / 朱老ber 蔡源青 黄雪卉 朱晓鹏 肖君逸 刘宇辰 王柯 杨成桦 孔佑阳 罗鸣洋 邹世林 邢祎 梁卓宏 张勃 冯国伦 张上
35700910,鲭鱼罐头,,https://dou.img.lithub.cc/movie/35700910.jpg,2022-08-19(日本),https://movie.douban.com/subject/35700910/,8.5,剧情,4,,,2025-02-09 22:53:23,2022 / 日本 / 剧情 / 金泽知树 / 番家一路 原田琥之佑
35426925,机器人之梦,,https://dou.img.lithub.cc/movie/35426925.jpg,2024-06-08(中国大陆),https://movie.douban.com/subject/35426925/,9,"剧情,动画,音乐",5,小狗和机器人都好好，好到结局有点 sad～,,2025-02-09 21:54:48,2023 / 西班牙 法国 / 剧情 动画 音乐 / 巴勃罗·贝格尔 / 伊万·拉班达 阿尔伯特·特里佛·塞加拉
34780991,哪吒之魔童闹海,,https://dou.img.lithub.cc/movie/34780991.jpg,2025-01-29(中国大陆),https://movie.douban.com/subject/34780991/,8.5,"剧情,喜剧,动画",4,,,2025-02-04 17:17:32,2025 / 中国大陆 / 剧情 喜剧 动画 奇幻 / 饺子 / 吕艳婷 囧森瑟夫
36171155,胆大党,,https://dou.img.lithub.cc/movie/36171155.jpg,2024-10-04(日本),https://movie.douban.com/subject/36171155/,7.9,"剧情,动作,动画",5,好看！,"超能力,动作,爱情,温情",2025-01-24 20:04:31,2024 / 日本 / 剧情 动作 动画 奇幻 / 山代风我 / 花江夏树 若山诗音
36445098,还有明天,,https://dou.img.lithub.cc/movie/36445098.jpg,2025(中国大陆),https://movie.douban.com/subject/36445098/,9.1,剧情,5,结尾出乎意料，以为的逃离是登船，结果是另外一种形式的逃离。,,2025-01-19 12:02:13,2023 / 意大利 / 剧情 / 宝拉·柯特莱西 / 宝拉·柯特莱西 瓦莱里奥·马斯坦德雷亚
36593404,入侵者们的晚餐,,https://dou.img.lithub.cc/movie/36593404.jpg,2024-01-03(日本),https://movie.douban.com/subject/36593404/,7.6,"剧情,喜剧,悬疑",4,,"剧情,喜剧",2025-01-18 20:33:38,2024 / 日本 / 剧情 喜剧 悬疑 / 水野格 / 菊地凛子 平岩纸
36765646,蓦然回首,,https://dou.img.lithub.cc/movie/36765646.jpg,2024-10-26(中国大陆),https://movie.douban.com/subject/36765646/,8.2,"剧情,动画",4,好看，好几处挺动人的。,,2024-11-23 09:26:41,2024 / 日本 / 剧情 动画 / 押山清高 / 河合优实 吉田美月喜
36154853,好东西,,https://dou.img.lithub.cc/movie/36154853.jpg,2024-11-22(中国大陆),https://movie.douban.com/subject/36154853/,0,"剧情,爱情",4,好，但没有上部好。很多点有刻意的消解，但还是离生活有点距离，而且用小孩推进剧情的地方太多了，感觉太满和太刻意了。,,2024-11-17 21:43:37,2024 / 中国大陆 / 剧情 爱情 / 邵艺辉 / 宋佳 钟楚曦
35603727,猫猫的奇幻漂流,,https://dou.img.lithub.cc/movie/35603727.jpg,2024-05-22(戛纳电影节),https://movie.douban.com/subject/35603727/,8.4,"动画,奇幻,冒险",5,出于爱咪咪的私心打五星,,2024-11-01 09:21:09,2024 / 拉脱维亚 法国 比利时 / 动画 奇幻 冒险 / 金兹·兹巴洛迪斯
